month,day,year,stddev1q,edx1q,stddev2q,edx2q,stddev3q,edx3q,stddev4q,edx4q,stddev5q,edx5q
12,26,1996,0.28853832,0.30868692,0.55140622,0.61756548,0.79003678,0.87695929,0.98505441,1.0925884,1.1957168,1.3348977
12,27,1996,0.29128851,0.31157548,0.54164861,0.60571239,0.77978457,0.86769308,0.98305849,1.090432,1.1928513,1.3316943
12,30,1996,0.29128851,0.31157548,0.54164861,0.60571239,0.7907405,0.87598096,0.98720776,1.0937833,1.1940647,1.3316943
12,31,1996,0.29942444,0.32013124,0.55355556,0.61364428,0.79226807,0.87904214,1.0121365,1.1230011,1.2180081,1.3609673
1,2,1997,0.54385714,0.60214228,0.7894758,0.87405304,1.0309989,1.1439351,1.2365692,1.3783896,1.3070205,1.5438489
1,3,1997,0.54876663,0.60557298,0.79063157,0.87518348,1.032839,1.1417449,1.2253971,1.3647127,1.2978564,1.5351342
1,6,1997,0.54876663,0.60557298,0.78845285,0.87725006,1.032839,1.1417449,1.2250879,1.3647127,1.2966818,1.5332901
1,7,1997,0.54876663,0.60557298,0.804718,0.8892395,1.0306107,1.1435372,1.2151802,1.3507847,1.2926753,1.5292228
1,8,1997,0.53933918,0.59053155,0.80487776,0.88783843,1.0319834,1.1458381,1.2064938,1.3423232,1.2789522,1.5113935
1,9,1997,0.51961271,0.57369869,0.78296996,0.8667847,1.0091523,1.1192742,1.2009745,1.3357342,1.2817849,1.5106692
1,10,1997,0.51732106,0.56594113,0.76403958,0.84266322,0.97435703,1.0787455,1.1741329,1.3082293,1.2673443,1.5068191
1,13,1997,0.51246559,0.56091951,0.75921343,0.83933447,0.97910596,1.087469,1.1802975,1.3149521,1.2642319,1.5037706
1,14,1997,0.50131375,0.54620917,0.74316337,0.82138306,0.9651738,1.0737219,1.1670828,1.2968871,1.2550785,1.4733518
1,15,1997,0.50131375,0.54620917,0.74150731,0.82138306,0.96061304,1.0690349,1.1661776,1.2958983,1.2488922,1.4684084
1,16,1997,0.4855083,0.53288343,0.74257722,0.8211445,0.95769377,1.0659081,1.1638711,1.2947659,1.2395718,1.465855
1,17,1997,0.48612291,0.53052629,0.7261486,0.80410644,0.94797591,1.0555162,1.1480103,1.2790454,1.2230999,1.4420405
1,20,1997,0.48612291,0.53052629,0.7261486,0.80410644,0.94797591,1.0555162,1.1480103,1.2790454,1.2230999,1.4420405
1,21,1997,0.49333709,0.53787412,0.73898773,0.81675815,0.94351801,1.0512389,1.141578,1.2723929,1.2261721,1.4444933
1,22,1997,0.46721082,0.50408047,0.73775819,0.81551012,0.94715096,1.0536173,1.1319858,1.2623667,1.2303861,1.4478213
1,23,1997,0.4633303,0.50004446,0.72956597,0.80915667,0.94533503,1.0528179,1.1325928,1.2629258,1.2252867,1.443379
1,24,1997,0.46996199,0.50700495,0.74314622,0.823098,0.96030068,1.068602,1.1611796,1.2939873,1.2422602,1.4667345
1,27,1997,0.46988976,0.50985358,0.75385379,0.83372239,0.9717021,1.0784539,1.1766502,1.310555,1.2574018,1.4877062
1,28,1997,0.44598597,0.48112003,0.71754739,0.7952558,0.93123445,1.034246,1.1295258,1.2598273,1.2337184,1.4500184
1,29,1997,0.43854752,0.47336704,0.70803477,0.78087757,0.92329739,1.0248077,1.1260562,1.2561975,1.2233423,1.4412903
1,30,1997,0.42944254,0.45929035,0.6876861,0.75960498,0.90726153,1.0092871,1.1124282,1.2429581,1.2106102,1.4208199
1,31,1997,0.40404799,0.42988242,0.65846935,0.73214294,0.88947159,0.99070244,1.0868867,1.2108469,1.1949518,1.3965817
2,3,1997,0.39371701,0.41957227,0.65542462,0.7270711,0.86450468,0.96212598,1.0789741,1.197983,1.1833591,1.3795027
2,4,1997,0.3891491,0.41284615,0.65159914,0.72312726,0.86450468,0.96212598,1.0789741,1.197983,1.1842703,1.3815741
2,5,1997,0.38049096,0.40597199,0.63881429,0.70810574,0.8629803,0.96059559,1.0790611,1.1981845,1.1922666,1.3882108
2,6,1997,0.38267137,0.40597199,0.63881429,0.70810574,0.8629803,0.96059559,1.0790611,1.1981845,1.1922666,1.3882108
2,7,1997,0.36420418,0.38621903,0.6037301,0.66469795,0.81506608,0.90897254,1.0431745,1.1542242,1.1600238,1.3495009
2,10,1997,0.31902684,0.33969126,0.58562115,0.64539704,0.81506608,0.90897254,1.0287005,1.1396168,1.1448385,1.3348995
2,11,1997,0.31630497,0.33547833,0.57797455,0.63458599,0.80581181,0.89963591,1.0258305,1.1371576,1.1445852,1.3345585
2,12,1997,0.31630497,0.33547833,0.57951965,0.63618056,0.80777251,0.90164645,1.0098387,1.118559,1.1345919,1.3029823
2,13,1997,0.3201328,0.34041642,0.55897634,0.616285,0.7770791,0.8675431,0.98895528,1.0909287,1.1510519,1.3062213
2,14,1997,0.32058169,0.34237505,0.55294787,0.60404955,0.76766701,0.84796595,0.97888955,1.0798181,1.1359555,1.2910891
2,18,1997,0.3282879,0.35049874,0.54835239,0.60044129,0.76596941,0.84472714,0.97888955,1.0798181,1.138259,1.2910891
2,19,1997,0.31945928,0.33821789,0.53994043,0.58954234,0.75932045,0.83837425,0.97524248,1.0761576,1.1335666,1.2882037
2,20,1997,0.32920247,0.35145589,0.56409543,0.62158383,0.77363892,0.85389915,0.99663474,1.1014445,1.1596856,1.3224238
2,21,1997,0.32920247,0.35145589,0.55964596,0.61706362,0.77363892,0.85389915,0.99506295,1.0960969,1.1516891,1.3180414
2,24,1997,0.3134301,0.34404972,0.5598231,0.61943073,0.79097979,0.87507102,1.0024771,1.1039434,1.1578607,1.324151
2,25,1997,0.33295977,0.35690881,0.57815886,0.63914351,0.79309174,0.87494913,0.99159067,1.0927178,1.1597188,1.3251692
2,26,1997,0.34050641,0.36781218,0.6091067,0.67632051,0.84519657,0.93164051,1.0344731,1.1435864,1.1972929,1.3510227
2,27,1997,0.35474704,0.3815627,0.6059287,0.67322267,0.84587498,0.9338362,1.0375164,1.146779,1.1943767,1.3463117
2,28,1997,0.34893658,0.37307943,0.60428533,0.66936744,0.84296095,0.9338362,1.0427225,1.1517823,1.2055731,1.3519754
3,3,1997,0.33871572,0.36718664,0.60479923,0.66627794,0.84507481,0.93788894,1.0495052,1.1659425,1.2130556,1.3601379
3,4,1997,0.34543298,0.37189066,0.60311047,0.6650666,0.84297454,0.93575644,1.0474688,1.1638914,1.2100192,1.357127
3,5,1997,0.34543298,0.37189066,0.6018721,0.66382171,0.84297454,0.93575644,1.0474688,1.1638914,1.2100192,1.357127
3,6,1997,0.3551241,0.3821227,0.60394247,0.66613662,0.8349727,0.92766927,1.0569823,1.1719399,1.2125384,1.3586948
3,7,1997,0.32714379,0.35219781,0.56658207,0.6279223,0.7942561,0.8838224,0.99202409,1.0990149,1.1562839,1.3014129
3,10,1997,0.329267,0.35444931,0.55412124,0.61193872,0.78212466,0.87156222,0.99202409,1.0990149,1.1571488,1.3014129
3,11,1997,0.33469852,0.36012078,0.55310741,0.61083885,0.78188648,0.86981443,0.99202409,1.0990149,1.1571488,1.3014129
3,12,1997,0.34004314,0.36622731,0.55868374,0.61639302,0.78892014,0.87868442,0.993049,1.1002085,1.1580009,1.3004926
3,13,1997,0.34821764,0.37254472,0.57606397,0.6377986,0.79549841,0.88354727,1.0228859,1.1338948,1.1740621,1.3169471
3,14,1997,0.33526855,0.35878068,0.55134547,0.60953404,0.78449899,0.87250101,0.99651259,1.1069767,1.153235,1.2921048
3,17,1997,0.32670387,0.35240954,0.54078603,0.60012323,0.77354024,0.86057395,0.98682103,1.0982469,1.1448497,1.2858275
3,18,1997,0.3289383,0.35665231,0.53332981,0.5912313,0.76093187,0.84480649,0.97226019,1.0834082,1.1326851,1.2724231
3,19,1997,0.33143257,0.35758101,0.53966899,0.59679885,0.75461812,0.83768743,0.96949194,1.0808246,1.1246575,1.265571
3,20,1997,0.31347746,0.3415211,0.52777341,0.58496669,0.75479501,0.83742821,0.94981019,1.058185,1.1124645,1.2484078
3,21,1997,0.29882107,0.32363565,0.52364846,0.57848119,0.74408987,0.826461,0.94768107,1.0553523,1.1089884,1.2439729
3,24,1997,0.29882107,0.32363565,0.51565573,0.57066525,0.7322147,0.81510086,0.93600988,1.0447009,1.1102149,1.2461394
3,25,1997,0.26027082,0.27972998,0.48876828,0.54340071,0.71384621,0.7937274,0.89132662,0.98716304,1.0736681,1.204
3,26,1997,0.25542201,0.27465344,0.49568994,0.54699765,0.70261131,0.78168465,0.87581721,0.9743975,1.0787784,1.2066597
3,27,1997,0.26053942,0.2790243,0.50247103,0.56253527,0.7090278,0.78907269,0.881851,0.97879891,1.0808882,1.2097854
3,31,1997,0.26054867,0.2790243,0.50014591,0.56004147,0.71388329,0.793526,0.87896357,0.97709321,1.0785811,1.2083401
4,1,1997,0.48898469,0.54036314,0.70008114,0.77899366,0.86083438,0.95483835,1.0667177,1.1903295,1.2088202,1.3874877
4,2,1997,0.47855705,0.5296439,0.6979273,0.77675965,0.84639446,0.94011114,1.0441565,1.1624021,1.1890602,1.3601968
4,3,1997,0.45691603,0.50730904,0.67833633,0.75453336,0.8290902,0.91849533,1.0261018,1.1457434,1.1766801,1.3471405
4,4,1997,0.43739151,0.48748391,0.65710742,0.73304449,0.81804335,0.9082171,1.0252953,1.1443876,1.1660559,1.3337731
4,7,1997,0.42751878,0.47219263,0.64773811,0.71878661,0.799753,0.88940726,1.0049226,1.1226717,1.1458663,1.307843
4,8,1997,0.42277574,0.46733439,0.64463212,0.71563932,0.80411498,0.89355263,0.99688438,1.115972,1.1446315,1.3056428
4,9,1997,0.41865535,0.46306849,0.64050289,0.71118462,0.79906559,0.88829874,0.99720959,1.1155597,1.1446315,1.3056428
4,10,1997,0.41870299,0.46355963,0.64245152,0.71319229,0.80936913,0.89909443,0.99688438,1.115972,1.1455067,1.3056428
4,11,1997,0.4280735,0.47343684,0.64744967,0.71883555,0.81850701,0.9090121,0.9985982,1.1159548,1.1480615,1.3169457
4,14,1997,0.42653564,0.47193671,0.65320648,0.72384065,0.82768464,0.92566673,1.0104258,1.1293518,1.1540645,1.3238668
4,15,1997,0.41420545,0.45719344,0.64579404,0.71576264,0.82315233,0.92046936,0.99632708,1.1193633,1.1488769,1.3112667
4,16,1997,0.40912919,0.45198532,0.6363358,0.70608276,0.81633257,0.91346146,0.99387565,1.1168346,1.1481172,1.3104729
4,17,1997,0.41427975,0.45419268,0.62940475,0.69728222,0.79716225,0.88604404,0.98347776,1.0983203,1.1452175,1.2988612
4,18,1997,0.40927321,0.44892843,0.62362376,0.6880369,0.78873672,0.87645634,0.97304648,1.0906255,1.1312654,1.2851233
4,21,1997,0.41279903,0.45265574,0.62270798,0.68702927,0.79438856,0.88197949,0.97993105,1.0965939,1.1462848,1.2990392
4,22,1997,0.41733342,0.45875616,0.62989883,0.69244574,0.8128352,0.90205489,0.98913136,1.1060132,1.1540868,1.3078435
4,23,1997,0.42886704,0.46946008,0.6529991,0.72086086,0.84267121,0.93627495,1.0274136,1.1499958,1.1924822,1.3388043
4,24,1997,0.44949232,0.49384369,0.66926856,0.73828089,0.86371499,0.96102754,1.0420063,1.1649463,1.2047574,1.3553516
4,25,1997,0.44913088,0.49351342,0.66435508,0.73317774,0.86317733,0.96076477,1.0427801,1.1649002,1.2032654,1.3578692
4,28,1997,0.44433638,0.48721544,0.65352441,0.72289289,0.84870668,0.94505356,1.0343139,1.1574916,1.1892553,1.3474965
4,29,1997,0.42193544,0.45925915,0.61698066,0.68091479,0.81226459,0.89992954,1.0142542,1.1368888,1.1863659,1.3368437
4,30,1997,0.42374702,0.45925915,0.62629986,0.69298424,0.82233411,0.91012917,1.0184889,1.1417052,1.1783827,1.3232859
5,1,1997,0.40556369,0.44013594,0.61144748,0.6776365,0.80277535,0.88452569,0.99194665,1.1139363,1.1550457,1.2999193
5,2,1997,0.36925883,0.40302594,0.56565642,0.62736871,0.74854563,0.82195982,0.93903349,1.060557,1.1170862,1.2525166
5,5,1997,0.35546045,0.38869282,0.53525698,0.58999938,0.72984025,0.80207605,0.93536417,1.0551067,1.0914458,1.2243388
5,6,1997,0.35111881,0.38141842,0.53943755,0.5942339,0.73821612,0.81022264,0.93944689,1.059262,1.1017709,1.2356345
5,7,1997,0.38429006,0.41904959,0.5650653,0.62605092,0.75863408,0.83421929,0.97065094,1.0906778,1.1315327,1.2684755
5,8,1997,0.37484561,0.40913712,0.5631813,0.62387266,0.75365198,0.82808674,0.9614031,1.0825969,1.1304706,1.2682759
5,9,1997,0.38083187,0.41278531,0.56098611,0.61928923,0.75480041,0.82868579,0.93826919,1.0528262,1.1258948,1.26543
5,12,1997,0.38370265,0.41449039,0.56267939,0.62098176,0.76408002,0.83674587,0.94574647,1.061972,1.1338953,1.2722789
5,13,1997,0.37809538,0.41014498,0.56685878,0.62394404,0.76363029,0.84055669,0.95274385,1.065582,1.1422701,1.2799431
5,14,1997,0.36725141,0.39828931,0.55473289,0.60883565,0.73783724,0.81098774,0.92170888,1.0350296,1.1050739,1.2428949
5,15,1997,0.35183168,0.38191744,0.54542996,0.59935332,0.73720125,0.80951536,0.9246115,1.0378771,1.0966608,1.2351998
5,16,1997,0.35058524,0.38067818,0.55147625,0.60547499,0.73402936,0.8070851,0.92368743,1.0377741,1.0982613,1.2360454
5,19,1997,0.35806357,0.38853509,0.54848263,0.6024152,0.72372159,0.79556368,0.9184093,1.0333705,1.087805,1.225701
5,20,1997,0.31803251,0.34357977,0.5106943,0.56075929,0.69545781,0.76596723,0.88293953,0.99060063,1.0518404,1.183635
5,21,1997,0.32065082,0.34637126,0.5106943,0.56077276,0.69592436,0.76620474,0.86622431,0.97072152,1.0448919,1.175679
5,22,1997,0.31803251,0.34362392,0.51588776,0.56843491,0.69917952,0.76934723,0.87325804,0.97799345,1.0511523,1.1775369
5,23,1997,0.31273684,0.33501017,0.51319737,0.56563741,0.69669584,0.76783907,0.87325804,0.97799345,1.0511523,1.1775369
5,27,1997,0.31701702,0.33898429,0.51385656,0.56523,0.70549387,0.77702967,0.87844263,0.98301897,1.0659232,1.1944017
5,28,1997,0.32127377,0.34624917,0.51833647,0.56997315,0.70795354,0.77865241,0.88290077,0.98710866,1.0674798,1.1979496
5,29,1997,0.3072496,0.32819486,0.51860301,0.57008738,0.69513404,0.76539363,0.85698481,0.96161311,1.0416819,1.1738324
5,30,1997,0.31426255,0.3344658,0.51441173,0.56685137,0.68733151,0.75564543,0.84233009,0.94612938,1.028091,1.1534643
6,2,1997,0.30080999,0.32150275,0.50563185,0.55680596,0.66952572,0.73855131,0.83935689,0.94308576,1.0368968,1.1609198
6,3,1997,0.29504563,0.31669106,0.49250559,0.54335181,0.66950379,0.74033663,0.84540329,0.94795816,1.025285,1.1460096
6,4,1997,0.29504563,0.31669106,0.49250559,0.54335181,0.67344184,0.7442203,0.83946813,0.94198584,1.025285,1.1460096
6,5,1997,0.29504563,0.31669106,0.49166501,0.54248735,0.66931263,0.73880688,0.83946813,0.94198584,1.025285,1.1460096
6,6,1997,0.27059024,0.2891723,0.47545591,0.52274496,0.64569992,0.70844346,0.82543318,0.92909046,1.0042467,1.1254131
6,9,1997,0.27102983,0.28471516,0.46989327,0.51713479,0.64681016,0.71354613,0.8229908,0.92635069,0.99974431,1.1177914
6,10,1997,0.26922038,0.28277072,0.46860319,0.51582765,0.64431586,0.71100092,0.8234279,0.92635069,1.0027582,1.1191209
6,11,1997,0.25815835,0.27457047,0.4666106,0.51375561,0.64365506,0.71030046,0.8234279,0.92635069,1.0027582,1.1191209
6,12,1997,0.24484435,0.26176965,0.45905608,0.50274411,0.64943969,0.71290238,0.82095331,0.9225952,0.99167941,1.1110925
6,13,1997,0.25094021,0.27164061,0.45356192,0.4968771,0.64515195,0.70766744,0.80594158,0.90738198,0.98135107,1.1000076
6,16,1997,0.23992143,0.26015315,0.44698861,0.49003661,0.6409014,0.70317084,0.81219602,0.91204271,0.98835039,1.1053841
6,17,1997,0.24554504,0.26601181,0.45072623,0.49405456,0.63856062,0.69990758,0.80825638,0.90966867,0.98426523,1.1038185
6,18,1997,0.23310701,0.24897946,0.43592899,0.47731183,0.63571144,0.69560793,0.80682746,0.90737669,0.98231499,1.100211
6,19,1997,0.2246067,NaN,0.43775406,0.47926799,0.63777126,0.69793374,0.80582835,0.90716036,0.97627588,1.0955613
6,20,1997,0.21857115,NaN,0.42664184,0.46838385,0.62792567,0.68755651,0.8027541,0.90354796,0.97721172,1.0950419
6,23,1997,0.2246067,NaN,0.41920002,0.4538025,0.62220642,0.68319529,0.79634528,0.89795999,0.97172077,1.0911003
6,24,1997,0.21900062,NaN,0.41620746,0.45067435,0.61757582,0.67886385,0.79867963,0.90032527,0.9691446,1.0884902
6,25,1997,0.2246067,NaN,0.41840836,0.45296003,0.61660292,0.67680973,0.79397058,0.89554812,0.95744571,1.0781807
6,26,1997,0.21945587,NaN,0.41158818,0.44589435,0.6095505,0.66972683,0.78839734,0.88860011,0.95643687,1.0757234
6,27,1997,0.21318224,NaN,0.39979951,0.43276438,0.59854997,0.65788891,0.75561391,0.85754421,0.94114372,1.059605
6,30,1997,0.21365228,NaN,0.40525695,0.43940873,0.60621582,0.66705383,0.76719695,0.86781524,0.95356579,1.0694509
7,1,1997,0.406565,0.43927074,0.59986091,0.65778352,0.76467011,0.86571914,0.93400518,1.0516348,1.0164281,1.1974955
7,2,1997,0.40607059,0.43926869,0.58588418,0.64476558,0.7505646,0.84958554,0.90757196,1.0164368,1.0256832,1.1691526
7,3,1997,0.36867086,0.40064866,0.55844889,0.60710113,0.71061276,0.79972991,0.89206956,0.98945004,0.99841816,1.1325493
7,7,1997,0.36532004,0.39656243,0.55011295,0.59867053,0.70617191,0.79054874,0.87447117,0.98467407,0.99826516,1.1313054
7,8,1997,0.35841141,0.38938166,0.54296356,0.59029092,0.70650262,0.79088867,0.87447117,0.98467407,1.0032613,1.1363363
7,9,1997,0.3674756,0.39825224,0.54745827,0.59474168,0.71291595,0.7972459,0.88499561,0.99441088,1.0208337,1.1626597
7,10,1997,0.3674756,0.39825224,0.54745827,0.59474168,0.71203251,0.7972459,0.88653891,0.99669659,1.0232798,1.1650907
7,11,1997,0.3674756,0.39825224,0.54745827,0.59474168,0.71203251,0.7972459,0.88430901,0.99441088,1.0250188,1.1666521
7,14,1997,0.36854247,0.39951912,0.55175126,0.59964387,0.7138139,0.79794949,0.88690264,0.99741082,1.0244308,1.1663156
7,15,1997,0.36513498,0.39596236,0.55175126,0.59964387,0.71030291,0.79438631,0.88690264,0.99741082,1.0219875,1.1638742
7,16,1997,0.36326418,0.39387785,0.53785375,0.58408243,0.70235689,0.78525622,0.89233528,1.0088631,1.0187948,1.1592618
7,17,1997,0.36326418,0.39387785,0.53785375,0.58408243,0.70235689,0.78525622,0.89233528,1.0088631,1.0187948,1.1592618
7,18,1997,0.36094171,0.39200575,0.54367778,0.590329,0.70364251,0.78668327,0.89583499,1.012601,1.0136568,1.155654
7,21,1997,0.35534387,0.38624658,0.54659327,0.59342504,0.70575921,0.78889472,0.88649447,1.0033215,1.0142234,1.1562445
7,22,1997,0.33213308,0.3574858,0.52129416,0.56710754,0.68949428,0.76657823,0.8612334,0.97177142,1.0071821,1.1393785
7,23,1997,0.32504867,0.34930537,0.51505804,0.56046432,0.68672771,0.76368002,0.86773051,0.98008992,1.0125035,1.1444973
7,24,1997,0.32504867,0.34930537,0.51960472,0.56525516,0.68672771,0.76368002,0.8734731,0.98589273,1.0154449,1.1429433
7,25,1997,0.32472534,0.34962192,0.52609164,0.57118392,0.69655612,0.7738474,0.88050686,0.99386337,1.0232165,1.1455456
7,28,1997,0.3243467,0.34910389,0.5198892,0.56555722,0.69311911,0.77028042,0.87889517,0.99039543,1.0176163,1.1419844
7,29,1997,0.31150135,0.33557493,0.50597744,0.55076603,0.68601985,0.76192865,0.85977064,0.96834827,1.0024719,1.1260016
7,30,1997,0.2946993,0.31784053,0.4969205,0.53903116,0.67219005,0.74738684,0.85233774,0.95738826,0.99524201,1.1179362
7,31,1997,0.30461529,0.3315711,0.50072427,0.54282445,0.67304513,0.748208,0.8553828,0.96021309,1.0066724,1.1295359
8,1,1997,0.34218961,0.36916034,0.53640241,0.58385481,0.71277528,0.79238447,0.88375837,0.99430606,1.0345179,1.1576364
8,4,1997,0.33748681,0.36432259,0.54128703,0.58938549,0.71117837,0.79026799,0.88003463,0.9894799,1.032741,1.1580434
8,5,1997,0.32954391,0.35796079,0.54013489,0.58932155,0.70145563,0.77820561,0.8676583,0.97713575,1.0258301,1.1521057
8,6,1997,0.31432287,0.33892621,0.52987854,0.57855975,0.69319172,0.77045475,0.86571412,0.97515426,1.0150552,1.141455
8,7,1997,0.30870943,0.33656091,0.52943727,0.57816839,0.68800702,0.76341337,0.84810184,0.95590634,1.0082285,1.1345963
8,8,1997,0.33285086,0.35884396,0.53371285,0.58700227,0.68497345,0.75854874,0.85293843,0.95999373,1.0095979,1.1411248
8,11,1997,0.3196392,0.34081488,0.52732455,0.58101569,0.67718661,0.75045658,0.84258503,0.94934503,0.99159799,1.1135078
8,12,1997,0.31763494,0.33869133,0.52047452,0.56962001,0.67823656,0.7505158,0.84043255,0.9471853,0.99016315,1.115663
8,13,1997,0.30254496,0.32594691,0.51777233,0.56571433,0.67351688,0.74619839,0.83333754,0.9398588,0.98417302,1.1109024
8,14,1997,0.28697686,0.30958459,0.49678516,0.54017171,0.64624563,0.71666118,0.82436475,0.93057147,0.98123032,1.106006
8,15,1997,0.3125712,0.33668314,0.5049057,0.55127522,0.65980624,0.7340264,0.82935136,0.93344602,0.98657116,1.1075548
8,18,1997,0.33116113,0.35922381,0.52446927,0.56868085,0.67859804,0.75247503,0.84181173,0.9470876,0.99970467,1.1206434
8,19,1997,0.29159599,0.31466055,0.48584363,0.52904257,0.65346626,0.72515577,0.8376604,0.93917639,0.98267674,1.1038835
8,20,1997,0.29647243,0.31983253,0.50114435,0.54489438,0.66033484,0.73094126,0.84626426,0.94576824,0.98322036,1.1049404
8,21,1997,0.30278097,0.32672149,0.50912286,0.55431159,0.66874675,0.73998349,0.84615375,0.94953722,0.9881385,1.1104749
8,22,1997,0.3160045,0.34000475,0.53145849,0.57709916,0.68506254,0.75764472,0.8486339,0.95378573,0.98606143,1.109881
8,25,1997,0.30538315,0.32890521,0.52434106,0.57018877,0.67845128,0.75179792,0.83890503,0.94604501,0.9774515,1.1032458
8,26,1997,0.3004036,0.32368215,0.51156912,0.55764501,0.66523936,0.73659945,0.82689882,0.93403746,0.9774515,1.1032458
8,27,1997,0.30254496,0.32594691,0.50995624,0.55108069,0.66503239,0.73639729,0.8255573,0.93403746,0.97234643,1.0981337
8,28,1997,0.29947278,0.31957737,0.50207898,0.54531427,0.66286889,0.73666929,0.83500122,0.93800983,0.97300302,1.0947049
8,29,1997,0.29358675,0.31336657,0.51993059,0.56592506,0.65904059,0.73107206,0.83865382,0.94374285,0.97282468,1.0977027
9,2,1997,0.29459892,0.31444816,0.51492071,0.56053316,0.65881807,0.73167386,0.841921,0.94656803,0.97612135,1.0983032
9,3,1997,0.28550985,0.30488129,0.50118477,0.54792483,0.65287626,0.72472332,0.8337043,0.93652168,0.96902411,1.0911732
9,4,1997,0.28428944,0.3035793,0.49546397,0.5389743,0.65508894,0.72701539,0.83009041,0.93554926,0.96821567,1.0917366
9,5,1997,0.27985797,0.29890809,0.49564904,0.54640041,0.64933885,0.7211013,0.81312168,0.92046537,0.96563015,1.0891557
9,8,1997,0.27985797,0.29890809,0.49251544,0.5475458,0.64933885,0.7211013,0.79303649,0.89810794,0.96303769,1.086541
9,9,1997,0.27077755,0.28926159,0.48802269,0.53860503,0.64280517,0.71347807,0.78553696,0.89065286,0.95022536,1.0724016
9,10,1997,0.26057204,0.2785273,0.48352572,0.53475969,0.63535971,0.70677244,0.78581427,0.88969823,0.94429061,1.0652423
9,11,1997,0.26344333,0.28155827,0.48674855,0.53656964,0.64217867,0.72086583,0.78870008,0.8928549,0.93694604,1.0596911
9,12,1997,0.26492358,0.28710522,0.4856007,0.5345199,0.63439206,0.71169746,0.77667314,0.87820025,0.92892321,1.0480535
9,15,1997,0.25914741,0.2787088,0.47525487,0.52653421,0.62446242,0.70168796,0.76950191,0.86706312,0.91263264,1.0316533
9,16,1997,0.22155345,0.24877235,0.45125056,0.49916926,0.60763137,0.68428075,0.74260368,0.8385915,0.88175856,0.9979356
9,17,1997,0.21946199,0.24506013,0.42829214,0.47254186,0.5845667,0.66148058,0.73179874,0.82766768,0.87606973,0.99226413
9,18,1997,0.22249389,0.23981126,0.43435861,0.47878791,0.59102817,0.66807048,0.73530373,0.83131176,0.87606973,0.99226413
9,19,1997,0.22249389,0.23981126,0.43338166,0.47883018,0.59448543,0.67156658,0.7403769,0.83584677,0.87285039,0.98906358
9,22,1997,0.21525229,0.24153202,0.41978961,0.46340777,0.589423,0.6663517,0.73623953,0.8321101,0.87236288,0.98957752
9,23,1997,0.20794011,0.22476535,0.40894385,0.4546228,0.57741903,0.65456558,0.7203985,0.81539193,0.85853039,0.97197723
9,24,1997,0.20186732,0.22819284,0.3989198,0.44146735,0.56522938,0.63484911,0.71454244,0.80496118,0.85206595,0.9663968
9,25,1997,0.21158237,0.22829191,0.38927438,0.42406458,0.56991541,0.63791818,0.71623266,0.80487857,0.85693102,0.96886475
9,26,1997,0.20319396,0.21583763,0.38399225,0.41905674,0.56212114,0.62875699,0.71796049,0.80547355,0.85868988,0.9706091
9,29,1997,0.18857251,0.19834392,0.37400436,0.40551194,0.56191539,0.62972373,0.72072447,0.80819949,0.84823687,0.95928931
9,30,1997,0.18857251,0.19834392,0.38008372,0.41189928,0.55769326,0.62549805,0.71652263,0.80404967,0.84855716,0.95335738
10,1,1997,0.36022043,0.39086162,0.54419314,0.60876087,0.70405565,0.78950653,0.82688848,0.93503911,0.94125214,1.0451554
10,2,1997,0.35207539,0.38230264,0.53842897,0.60387791,0.70296253,0.79039592,0.83607602,0.9406542,0.9367765,1.0426994
10,3,1997,0.33927944,0.37151997,0.53632665,0.60001387,0.68964406,0.77633188,0.83946781,0.94101165,0.98683328,1.0846718
10,6,1997,0.33595637,0.36745778,0.53151264,0.59454414,0.68276909,0.76056002,0.82536172,0.92765935,0.98368313,1.0702341
10,7,1997,0.34160085,0.37325098,0.53449658,0.59742036,0.6880961,0.76379297,0.83358616,0.93450075,0.98415944,1.0712465
10,8,1997,0.37684112,0.40558919,0.55703595,0.62238041,0.70809961,0.78910684,0.84407176,0.94604831,1.0007989,1.0897932
10,9,1997,0.37654624,0.40586185,0.55965451,0.62518819,0.71106231,0.79162826,0.84882131,0.95278072,1.0058527,1.0951686
10,10,1997,0.38304724,0.41399879,0.57595476,0.64049605,0.7172739,0.80146781,0.85817691,0.96300026,1.0073808,1.0995752
10,13,1997,0.38304724,0.41399879,0.57595476,0.64049605,0.7172739,0.80146781,0.85817691,0.96300026,1.0073808,1.0995752
10,14,1997,0.37858735,0.4081049,0.56761892,0.63277334,0.71391439,0.79642321,0.85240097,0.95928418,1.0021583,1.0942367
10,15,1997,0.38060312,0.41135454,0.57015137,0.63445357,0.71706116,0.80029885,0.86238254,0.96710466,1.0108879,1.1027314
10,16,1997,0.38479807,0.41474333,0.56893313,0.63322602,0.71559461,0.79883033,0.85010925,0.95482873,1.0108879,1.1027314
10,17,1997,0.39117356,0.42219142,0.58555627,0.65394318,0.71800593,0.80258673,0.85160927,0.95663804,1.0027813,1.0945792
10,20,1997,0.38796483,0.41882725,0.576954,0.64516137,0.71800593,0.80258673,0.84571766,0.95072025,0.99992804,1.0919353
10,21,1997,0.38796483,0.41882725,0.576954,0.64516137,0.71491473,0.79872482,0.84571766,0.95072025,0.99992804,1.0919353
10,22,1997,0.38796483,0.41882725,0.57875709,0.64697878,0.71335052,0.79779479,0.85325002,0.95830169,0.99992804,1.0919353
